Cod Art,Cod Unico Art,Desc Art,Desc Marca Art,Desc Familia Art,Cod Barra Art
30277,Sin Codigo Unico,MOD C.DIG X-890 SGOLD,OLYMPUS,CAMARAS DIGITALES,
30276,Sin Codigo Unico,MOD C.DIG X-890 BCK,OLYMPUS,CAMARAS DIGITALES,
30265,Sin Codigo Unico,SONYERICSSON F305 LIBRE,SONYERICCSON,CELULARES LIBRES,
30264,Sin Codigo Unico,NOKIA 5800 3G LIBRE,NOKIA,CELULARES LIBRES,
30262,R-00030262-C,MOD C.DIG Z915,KODAK,CAMARAS DIGITALES,
30261,R-00030261-C,C.DIG C140 SILVER,KODAK,CAMARAS DIGITALES,
30260,R-00030260-C,MOD C.DIG C160,KODAK,CAMARAS DIGITALES,
30222,Sin Codigo Unico,WEBCAM ECAM PRO 300K MOD,GENERAL ELECTRIC,CAM VIDEOCONFERENCIA,
30219,Sin Codigo Unico,WEBCAM EASY CAM 100K MOD,GENERAL ELECTRIC,CAM VIDEOCONFERENCIA,
30193,Sin Codigo Unico,MOD COMP. AP1900 BLK,MSI,ALL IN ONE,
30190,Sin Codigo Unico,C.DIG J20 PINK,FUJIFILM,CAMARAS DIGITALES,
30189,Sin Codigo Unico,MOD C.DIG J20 BLACK,FUJIFILM,CAMARAS DIGITALES,
30188,Sin Codigo Unico,MOD C.DIG J20 SILVER,FUJIFILM,CAMARAS DIGITALES,
30164,Sin Codigo Unico,NOKIA N97 LIBRE,NOKIA,CELULARES LIBRES,
30163,Sin Codigo Unico,NOKIA N85 LIBRE,NOKIA,CELULARES LIBRES,
30161,Sin Codigo Unico,NOKIA 5530 BL/AZ LIBRE,NOKIA,CELULARES LIBRES,
30160,Sin Codigo Unico,NOKIA 3120 LIBRE,NOKIA,CELULARES LIBRES,
30159,Sin Codigo Unico,NOKIA 5030 LIBRE,NOKIA,CELULARES LIBRES,
30154,Sin Codigo Unico,MOTOROLA W396 BLUE LIBRE,MOTOROLA,CELULARES LIBRES,
30153,Sin Codigo Unico,MOTOROLA EM25 RED LIBRE,MOTOROLA,CELULARES LIBRES,
30133,R-00054027-G,MOD WEB CAM NG-747 C/MIC,NOGANET,CAM VIDEOCONFERENCIA,
30132,Sin Codigo Unico,KIT MESSENGER WEBCAM+AUR,MICROSOFT,CAM VIDEOCONFERENCIA,
301290,R-00301290,AA.S KLC3200F,KELVINATOR,ACOND.SPLIT,
301288,R-00301288,AA.S ETRDO34TC,ELECTRA,ACOND.SPLIT,742832387477
30126,Sin Codigo Unico,MOTOROLA K1 SILVER LIBRE,MOTOROLA,CELULARES LIBRES,
301252,R-00301252,AURI DAEWOO DW-307HB-BL,DAEWOO,AURICULARES,7798185511666
301252,R-00301252,AURI DAEWOO DW-307HB-BL,DAEWOO,AURICULARES,7798185511666
301251,R-00301251,AURI DAEWOO DW-901W S.PRO,DAEWOO,AURICULARES,739802485561
301251,R-00301251,AURI DAEWOO DW-901W S.PRO,DAEWOO,AURICULARES,739802485561
30124,Sin Codigo Unico,NOKIA 1208 LIBRE N,NOKIA,CELULARES LIBRES,
301076,R-00301076,AURI DAEWOO DW-737GRN,DAEWOO,AURICULARES,739802485653
301076,R-00301076,AURI DAEWOO DW-737GRN,DAEWOO,AURICULARES,739802485653
301075,R-00301075,AURI DAEWOO DW-737LBL,DAEWOO,AURICULARES,739802485646
301075,R-00301075,AURI DAEWOO DW-737LBL,DAEWOO,AURICULARES,739802485646
301074,R-00301074,AURI DAEWOO DW-373LW,DAEWOO,AURICULARES,739802485639
301074,R-00301074,AURI DAEWOO DW-373LW,DAEWOO,AURICULARES,739802485639
301073,R-00301073,AURI DAEWOO DW-373PNK,DAEWOO,AURICULARES,739802485622
301073,R-00301073,AURI DAEWOO DW-373PNK,DAEWOO,AURICULARES,739802485622
301072,R-00301072,AURI DAEWOO DW-373BLK,DAEWOO,AURICULARES,739802485615
301072,R-00301072,AURI DAEWOO DW-373BLK,DAEWOO,AURICULARES,739802485615
301071,R-00301071,AURI DAEWOO DW-408B PRO+,DAEWOO,AURICULARES,739802485509
301071,R-00301071,AURI DAEWOO DW-408B PRO+,DAEWOO,AURICULARES,739802485509
301070,R-00301070,AURI DAEWOO DW-401B PRO,DAEWOO,AURICULARES,739802485493
301070,R-00301070,AURI DAEWOO DW-401B PRO,DAEWOO,AURICULARES,739802485493
301069,R-00301069,AURI DAEWOO DW-501WC RAIN,DAEWOO,AURICULARES,732535915466
301069,R-00301069,AURI DAEWOO DW-501WC RAIN,DAEWOO,AURICULARES,732535915466
301068,R-00301068,AURI DAEWOO DW-737GRY,DAEWOO,AURICULARES,739802485677
301068,R-00301068,AURI DAEWOO DW-737GRY,DAEWOO,AURICULARES,739802485677
301067,R-00301067,AURI DAEWOO DW-737GLD,DAEWOO,AURICULARES,739802485660
301067,R-00301067,AURI DAEWOO DW-737GLD,DAEWOO,AURICULARES,739802485660
30105,Sin Codigo Unico,SONYERICSSON W705 LIBRE,SONYERICCSON,CELULARES LIBRES,
30101,R-00057485-G,MOD AURICULAR GE 23851,GENERAL ELECTRIC,AURICULARES,
30096,R-00030096-C,MOD   INALAM SHC2000/55,PHILIPS,AURICULARES,
30093,R-00058189-G,MOD AUR+MIC SHM7410/00,PHILIPS,AURICULARES,
30067,Sin Codigo Unico,SAMSUNG S5230 LIBRE,SAMSUNG,CELULARES LIBRES,
300658,R-00300658,ASP SL-VC16BAG 1600W,SMARTLIFE,ASPIRADORAS,7798081285449
300597,R-00300597,AURI NOGA NG-904 N/R,NOGA,AURICULARES,7798137710598
300597,R-00300597,AURI NOGA NG-904 N/R,NOGA,AURICULARES,7798137710598
300596,R-00300596,AA.S 5600 FS HI-EF,HITACHI,ACOND.SPLIT,7796941082962
30057,Sin Codigo Unico,BAT-MAN MR4050CA MOD,BRAUN,BATIDORAS (MANUAL),
300556,R-00300556,AURI SONY MDR-E9LP/HZ1U,SONY,AURICULARES,027242815117
300556,R-00300556,AURI SONY MDR-E9LP/HZ1U,SONY,AURICULARES,027242815117
300545,R-00300545,AURI JBL T500 WHITE,JBL,AURICULARES,6925281950230
300545,R-00300545,AURI JBL T500 WHITE,JBL,AURICULARES,6925281950230
300544,R-00300544,AA.S K6300FC,KELVINATOR,ACOND.SPLIT,7796941011498
300541,R-00300541,AA.S K5100FC,KELVINATOR,ACOND.SPLIT,7796941011481
300536,R-00300536,AA. P AAPR9K,RCA,ACOND.PORTATIL,7796941230400
300532,R-00300532,AA. P AAPR12K,RCA,ACOND.PORTATIL,7796941230172
300413,R-00300413,ASPIRADORA AS8913N,ATMA,ASPIRADORAS,7796962985808
300410,R-00300410,AURI JBL T500 BT BLACK,JBL,AURICULARES,6925281950018
300410,R-00300410,AURI JBL T500 BT BLACK,JBL,AURICULARES,6925281950018
30034,R-00030034-C,MOD C.DIG M320 RED,KODAK,CAMARAS DIGITALES,
300186,R-00300186,BAL COC BL-6002 LC,ULTRACOMB,BALANZAS (P/COCINA),7790368293710
300155,R-00300155,WEBCAM CMSXJ22A,IMILAB,CAM VIDEOCONFERENCIA,2946140504849
300155,R-00300155,WEBCAM CMSXJ22A,IMILAB,CAM VIDEOCONFERENCIA,2946140504849
300154,R-00300154,CART HP 667 NEGRO 3YM79AL,HP,CARTUCHOS,193015522459
300154,R-00300154,CART HP 667 NEGRO 3YM79AL,HP,CARTUCHOS,193015522459
300153,R-00300153,CART HP 667 TRICOLOR 3YM7,HP,CARTUCHOS,193015522435
300153,R-00300153,CART HP 667 TRICOLOR 3YM7,HP,CARTUCHOS,193015522435
300145,R-00300145,AURI ZUENA HELIX BLANCO,ZUENA,AURICULARES,610077430428
300144,R-00300144,AURI ZUENA HELIX TURQ,ZUENA,AURICULARES,610077430329
300143,R-00300143,AURI ZUENA HELIX ROSA,ZUENA,AURICULARES,610077430626
300142,R-00300142,AURI ZUENA HELIX NEGRO,ZUENA,AURICULARES,610077430527
300141,R-00300141,AURI ZUENA UNICORNIO PURP,ZUENA,AURICULARES,610077459528
300140,R-00300140,AURI ZUENA UNICORNIO ROSA,ZUENA,AURICULARES,610077459429
300016,R-00300016,CELU MOTOROLA ONE HYPER,MOTOROLA,CELULARES LIBRES,7790894899226
300016,R-00300016,CELU MOTOROLA ONE HYPER,MOTOROLA,CELULARES LIBRES,7790894899226
29996,Sin Codigo Unico,ANAFE-AKR028 IX VITROMOD,WHIRLPOOL,ANAFE,
299923,R-00299923,CELU MOTOROLA MOTO G8 POW,MOTOROLA,CELULARES LIBRES,7796962986942
299923,R-00299923,CELU MOTOROLA MOTO G8 POW,MOTOROLA,CELULARES LIBRES,7796962986942
299922,R-00299922,CELU MOTOROLA MOTO G8 POW,MOTOROLA,CELULARES LIBRES,7796962986959
299922,R-00299922,CELU MOTOROLA MOTO G8 POW,MOTOROLA,CELULARES LIBRES,7796962986959
29982,Sin Codigo Unico,AUTOESTER-KDG-300 MP3 MOD,JVC,AUTOSTEREO (C/RADIO),
29981,Sin Codigo Unico,AUTOESTER-KD-S5050 MOD,JVC,AUTOSTEREO (C/RADIO),
299755,R-00299755,BAT MAN KH-901C,KEN BROWN,BATIDORAS (MANUAL),7798113203717
29972,Sin Codigo Unico,AURICULAR 6611 MOD,EDIFIER,AURICULARES,
29971,Sin Codigo Unico,AURICULAR 2018 MOD,EDIFIER,AURICULARES,
29969,Sin Codigo Unico,A.PORTATIL MOB-9KDC 2300F,CASA HOME,ACOND.SPLIT,
299678,R-00299678,CELU MOTOROLA MOTO G8,MOTOROLA,CELULARES LIBRES,7790894899318
299678,R-00299678,CELU MOTOROLA MOTO G8,MOTOROLA,CELULARES LIBRES,7790894899318
299651,R-00299651,CELU MOTOROLA MOTO E6S XT,MOTOROLA,CELULARES LIBRES,7796962986935
299651,R-00299651,CELU MOTOROLA MOTO E6S XT,MOTOROLA,CELULARES LIBRES,7796962986935
299650,R-00299650,CELU MOTOROLA MOTO E6S XT,MOTOROLA,CELULARES LIBRES,7796962986928
299650,R-00299650,CELU MOTOROLA MOTO E6S XT,MOTOROLA,CELULARES LIBRES,7796962986928
299644,R-00299644,CELU SAMSUNG GALAXY NOTE,SAMSUNG,CELULARES LIBRES,8806090036361
299642,R-00299642,CELU SAMSUNG A31,SAMSUNG,CELULARES LIBRES,8806090448652
29963,Sin Codigo Unico,C.DIG. DIGIMAX 401  MOD,SAMSUNG,CAMARAS DIGITALES,
299604,R-00299604,CELU ALCATEL 1V PLUS,ALCATEL,CELULARES LIBRES,7796941500756
29955,Sin Codigo Unico,MOD C.DIG X40+MSD 2GB RIO,OLYMPUS,CAMARAS DIGITALES,
29950,Sin Codigo Unico,C.DIG. PHOTSMART R607 MOD,HP,CAMARAS DIGITALES,
29949,Sin Codigo Unico,C.DIG. PHOTOMART M407 MOD,HP,CAMARAS DIGITALES,
29948,Sin Codigo Unico,C.DIG. PHOTOSMART M307,HP,CAMARAS DIGITALES,
29948,Sin Codigo Unico,PALM CENTRO AZUL LIBRE,PALM,CELULARES LIBRES,
29945,Sin Codigo Unico,MOTOROLA EM28 WHITE LIBRE,MOTOROLA,CELULARES LIBRES,
29944,Sin Codigo Unico,NOKIA 5130 LIBRE N,NOKIA,CELULARES LIBRES,
29936,Sin Codigo Unico,C.DIG M320 PROMO RIO,KODAK,CAMARAS DIGITALES,
29917,R-00029917-C,MOD AURICULAR HUME,HANXO,AURICULARES,
29916,R-00029916-C,MOD AURICULAR FILUM,HANXO,AURICULARES,
29915,R-00029915-C,MOD AURICULAR DAMON,HANXO,AURICULARES,
29914,R-00029914-C,AURICULAR BAWA,HANXO,AURICULARES,
29913,R-00029913-C,MOD AURICULAR ZOON,HANXO,AURICULARES,
29912,Sin Codigo Unico,SAMSUNG E250 LIBRE MEM 2G,SAMSUNG,CELULARES LIBRES,
29911,R-00029911-C,MOD  AURICULAR DRUK,HANXO,AURICULARES,
29911,Sin Codigo Unico,C.DIG. DSC-W1 B/S (F) MOD,SONY,CAMARAS DIGITALES,
29910,Sin Codigo Unico,C.DIG S930 8/9 AGOSTO,SONY,CAMARAS DIGITALES,
29909,R-00053324-G,MOD AURICULAR CASEY,HANXO,AURICULARES,
29908,R-00053323-G,AURICULAR LINUS,HANXO,AURICULARES,
29907,R-00053322-G,MOD AURICULAR OPAL,HANXO,AURICULARES,
29900,Sin Codigo Unico,SONYERIC R306 BLACK LIB N,SONYERICCSON,CELULARES LIBRES,
29899,Sin Codigo Unico,NOKIA 5310 WHITE LIBRE,NOKIA,CELULARES LIBRES,
29897,Sin Codigo Unico,ASP-BOOGY CEGAA3 AZULMOD,MOULINEX,ASPIRADORAS,
29889,Sin Codigo Unico,A.SPLIT-53DQ024 6000FCMOD,CARRIER,ACOND.SPLIT,
29888,R-00029888-C,AUR C/MIC SHM 3300/00,PHILIPS,AURICULARES,
29888,Sin Codigo Unico,A.SPLIT-53DC024 6000FSMOD,CARRIER,ACOND.SPLIT,
29887,Sin Codigo Unico,A.VENT-YQE247R 6000FC MOD,CARRIER,ACOND.VENTANA,
29886,Sin Codigo Unico,A.VENT-XCE187R 4500FS MO,CARRIER,ACOND.VENTANA,
29879,Sin Codigo Unico,ANAFE PH760RF GH,ARISTON,ANAFE,
29878,R-00029878-C,AURICULAR NG110 INAL. FM,NOGANET,AURICULARES,
29877,R-00029877-C,AUR NG-J/F 34MV C/MIC,NOGANET,AURICULARES,
29875,R-00029875-C,AUR NG716/SK916 C/MIC,NOGANET,AURICULARES,
29869,Sin Codigo Unico,C.DIG. DSC-P41 -RIO UNIV-,SONY,CAMARAS DIGITALES,
29852,Sin Codigo Unico,PARL.-SA-VS300&SSFCR300HM,SONY,BAFLES,
298507,R-00298507,CELU SAMSUNG GALAXY Z FLI,SAMSUNG,CELULARES LIBRES,8806090587580
298506,R-00298506,CELU SAMSUNG GALAXY Z FLI,SAMSUNG,CELULARES LIBRES,8806090587573
298478,R-00298478,CELU MOTOROLA MOTO G8,MOTOROLA,CELULARES LIBRES,7790894899301
298478,R-00298478,CELU MOTOROLA MOTO G8,MOTOROLA,CELULARES LIBRES,7790894899301
298476,R-00298476,CELU MOTOROLA MOTO G8 POW,MOTOROLA,CELULARES LIBRES,7790894899240
298476,R-00298476,CELU MOTOROLA MOTO G8 POW,MOTOROLA,CELULARES LIBRES,7790894899240
29829,Sin Codigo Unico,MOD AUR HS-105 EMP,GENIUS,AURICULARES,
298268,R-00298268,CELU SAMSUNG GALAXY S10E,SAMSUNG,CELULARES LIBRES,8801643649319
29823,Sin Codigo Unico,A.PISO TECHO NFX036 9000F,ELECTRA,ACOND.SPLIT,
298128,R-00298128,CELU SAMSUNG GALAXY J2 CO,SAMSUNG,CELULARES LIBRES,8806090398315
29801,Sin Codigo Unico,WEBCAM 300K V610 MOD,MIJUKI,CAM VIDEOCONFERENCIA,
29800,Sin Codigo Unico,ANAFE-A02V MOD,DOMEC,ANAFE,
29794,R-00029794-C,MOD CLEARCHAT HEADSET STE,LOGITECH,AURICULARES,
297936,R-00297936,CELU SAMSUNG GALAXY A71,SAMSUNG,CELULARES LIBRES,8806090283666
297931,R-00297931,CELU SAMSUNG GALAXY NOTE,SAMSUNG,CELULARES LIBRES,8806090042577
29793,Sin Codigo Unico,C.DIG. KEY 010 MOD,PHILIPS,CAMARAS DIGITALES,
297926,R-00297926,CELU SAMSUNG A31,SAMSUNG,CELULARES LIBRES,8806090448591
29786,Sin Codigo Unico,AURICULAR DIGITAL PC,LOGITECH,AURICULARES,
29785,Sin Codigo Unico,A.SPLIT-DSB240L 6000FSMOD,DAEWOO,ACOND.SPLIT,
29784,Sin Codigo Unico,4500 FC-DSB185LH-MOD,DAEWOO,ACOND.SPLIT,
29783,Sin Codigo Unico,3000 FS-DSB125L-MOD,DAEWOO,ACOND.SPLIT,
29782,Sin Codigo Unico,AA.S   -DSB092/5L2250FSMO,DAEWOO,ACOND.SPLIT,
29781,R-00029781-C,MODWEB CAM QUICKCAM E1000,LOGITECH,CAM VIDEOCONFERENCIA,
29747,Sin Codigo Unico,A.SPLIT-BS18CE 1800FC MOD,BGH SILENT AIR,ACOND.SPLIT,
297420,R-00297420,CELU TCL L7,TCL,CELULARES LIBRES,7796941335570
29736,Sin Codigo Unico,C.DIG. P150L + DPPEX5 (C),SONY,CAMARAS DIGITALES,
29735,Sin Codigo Unico,C.DIG. P150B + DPP EX5(C),SONY,CAMARAS DIGITALES,
29734,Sin Codigo Unico,SONYERIC.W395 PURP LIB N,SONYERICCSON,CELULARES LIBRES,
29733,Sin Codigo Unico,SONYERIC.F305 BLACK LIB N,SONYERICCSON,CELULARES LIBRES,
29732,Sin Codigo Unico,SONYERIC.F305 WHITE LIB N,SONYERICCSON,CELULARES LIBRES,
29731,Sin Codigo Unico,SONYERI.W580 GRIS LIBRE N,SONYERICCSON,CELULARES LIBRES,
29727,Sin Codigo Unico,BAT-MAN MULTIMIXM810 MOD,BRAUN,BATIDORAS (MANUAL),
29720,Sin Codigo Unico,ANAFE-PF 640 P BK MOD,ARISTON,ANAFE,
29719,Sin Codigo Unico,ANAFE-KBM 6004 IX MOD,ARISTON,ANAFE,
29702,Sin Codigo Unico,MOD C.DIG M863 PROMO RIO,KODAK,CAMARAS DIGITALES,
29689,Sin Codigo Unico,C.DIG. DSC/P150/B,SONY,CAMARAS DIGITALES,
29688,Sin Codigo Unico,C.DIG. DSC P150/L C,SONY,CAMARAS DIGITALES,
29679,Sin Codigo Unico,A.SPLIT WMN 36 9000 FS,ELECTRA,ACOND.SPLIT,
296775,R-00296775,CELU LG K50S,LG,CELULARES LIBRES,7790653060669
296741,R-00296741,AURI RIVER PLATE WSB-RP2,RIVER PLATE,AURICULARES,6900001000068
296741,R-00296741,AURI RIVER PLATE WSB-RP2,RIVER PLATE,AURICULARES,6900001000068
296740,R-00296740,AURI BOCA JUNIORS WSB-BJ3,BOCA JUNIORS,AURICULARES,6900001000037
296740,R-00296740,AURI BOCA JUNIORS WSB-BJ3,BOCA JUNIORS,AURICULARES,6900001000037
29671,Sin Codigo Unico,MODCAM 500K USB DTWC150,DATAVISION,CAM VIDEOCONFERENCIA,
29666,Sin Codigo Unico,BAT-PIE 2601 MOD,OSTER,BATIDORAS (CON PIE),
29655,Sin Codigo Unico,PILA ALCALINA AG13-LR44,TUCUMAN PILAS S.R.L,ALARMAS ELECTRONICAS,
29651,R-00029651-C,C.DIG M340 ROJA,KODAK,CAMARAS DIGITALES,
29650,R-00029650-C,MOD C.DIG M320 BLACK,KODAK,CAMARAS DIGITALES,
296498,R-00296498,T8FLAT,VONDOM,CAVAS,7798175211606
296494,R-00296494,CART HP 662 INK CZ103AL,HP,CARTUCHOS,886112670115
296494,R-00296494,CART HP 662 INK CZ103AL,HP,CARTUCHOS,886112670115
296493,R-00296493,CART HP 664,HP,CARTUCHOS,889296597124
296493,R-00296493,CART HP 664,HP,CARTUCHOS,889296597124
296483,R-00296483,CELU SAMSUNG GALAXY S20+,SAMSUNG,CELULARES LIBRES,8806090364365
296480,R-00296480,CELU SAMSUNG GALAXY S20,SAMSUNG,CELULARES LIBRES,8806090324819
296479,R-00296479,CELU SAMSUNG GALAXY S20,SAMSUNG,CELULARES LIBRES,8806090325199
29640,R-00052758-G,AURICULARES HP-409X,NOBLEX,AURICULARES,
29639,R-00052757-G,MOD AURICULARES HP-609X,NOBLEX,AURICULARES,
29638,R-00052756-G,MOD AURICULARES HP-709X,NOBLEX,AURICULARES,
296362,R-00296362,CELU SAMSUNG GALAXY A01,SAMSUNG,CELULARES LIBRES,8806090361432
296337,R-00296337,CELU SAMSUNG J2 CORE,SAMSUNG,CELULARES LIBRES,8806090398117
296335,R-00296335,CELU SAMSUNG GALAXY A71,SAMSUNG,CELULARES LIBRES,8806090283710
296328,R-00296328,CELU SAMSUNG A20S,SAMSUNG,CELULARES LIBRES,8806090064951
296325,R-00296325,CELU SAMSUNG A30S,SAMSUNG,CELULARES LIBRES,8806090097836
296324,R-00296324,CELU SAMSUNG GALAXY A51,SAMSUNG,CELULARES LIBRES,8806090197888
29631,R-00029631-C,MOD C.DIG S930 BLACK,SONY,CAMARAS DIGITALES,
29620,Sin Codigo Unico,AUTOESTER-KDC-MP572 MOD,KENWOOD,AUTOSTEREO (C/RADIO),
29619,Sin Codigo Unico,AUTOESTER-KDC-392 G MOD,KENWOOD,AUTOSTEREO (C/RADIO),
29615,R-00052755-G,AURICULAR E-5101,MICROLAB,AURICULARES,
29614,R-00029614-C,MOD  AURICULAR E-5102,MICROLAB,AURICULARES,
29612,R-00029612-C,MOD AURICULAR C/MIC E-200,MICROLAB,AURICULARES,
296111,R-00296111,AURI APPLE AIRPODS,APPLE,AURICULARES,6923044543088
296111,R-00296111,AURI APPLE AIRPODS,APPLE,AURICULARES,6923044543088
29611,R-00053425-G,MOD AUR HAF140R ROJO,JVC,AURICULARES,
29610,R-00053424-G,MOD AUR HAF140W BLANCO,JVC,AURICULARES,
29609,R-00053422-G,MOD AUR HAF140P ROSA,JVC,AURICULARES,
296084,R-00296084,PHILIPS SB100SW,PHILIPS,BARRA DE SONIDO,7796962986478
29608,R-00053421-G,MOD AUR HAF140B NEGRO,JVC,AURICULARES,
29607,R-00053420-G,MOD AUR HAF140G VERDE,JVC,AURICULARES,
29606,R-00029606-C,MOD AUR HAEB70S NEG/PLA,JVC,AURICULARES,
29605,R-00029605-C,MOD AURIC HAS150RN RED,JVC,AURICULARES,
296044,R-00296044,BAL BANO BA7504N,ATMA,BALANZAS (P/BAÑO),7796962986522
29604,R-00053419-G,MOD AURIC HAS150SN SIL,JVC,AURICULARES,
296030,R-00296030,BAL BAÑO BA7604N,ATMA,BALANZAS (P/BAÑO),7796962986539
29601,Sin Codigo Unico,C.DIG H20 BLACK,SONY,CAMARAS DIGITALES,
29600,Sin Codigo Unico,C.DIG W290 SILVER,SONY,CAMARAS DIGITALES,
29599,Sin Codigo Unico,C.DIG W230 BLACK,SONY,CAMARAS DIGITALES,
295865,R-00295865,CAF ELEC CA8133N,ATMA,CAFETERAS (ELECTRIC),7796962848134
295861,R-00295861,AFE AE5100PN,PHILCO,AFEITADORAS,7796962800699
29585,R-00029585-C,MOD C.DIG M320 BLUE,KODAK,CAMARAS DIGITALES,
29582,R-00029582-C,C.DIG M340 SILVER,KODAK,CAMARAS DIGITALES,
29581,Sin Codigo Unico,C.DIG. NIKON COOLPIX L16,NIKON,CAMARAS DIGITALES,
29572,R-00029572-C,MOD C.DIG X-890 SGOLD+2GB,OLYMPUS,CAMARAS DIGITALES,
29571,R-00029571-C,MOD C.DIG X-890 BCK+2GB,OLYMPUS,CAMARAS DIGITALES,
29568,R-00049416-G,MOD C.DIG C913 JUNIO,KODAK,CAMARAS DIGITALES,
29560,Sin Codigo Unico,C.DIG S930 PROMO RIO,SONY,CAMARAS DIGITALES,
29557,R-00052243-G,MOD C.DIG H20,SONY,CAMARAS DIGITALES,
29556,R-00029556-C,MODCAM ILOOK 300 C/HEADSE,GENIUS,CAM VIDEOCONFERENCIA,
29555,Sin Codigo Unico,MOD WEBCAM MESSENGER 310,GENIUS,CAM VIDEOCONFERENCIA,
29554,R-00049977-G,WEBCAM EYE312,GENIUS,CAM VIDEOCONFERENCIA,
29553,Sin Codigo Unico,MOD WEBCAM ISLIM 310,GENIUS,CAM VIDEOCONFERENCIA,
295523,R-00295523,BAL COCINA KS7250,DAEWOO,BALANZAS (P/COCINA),7798309360217
29552,Sin Codigo Unico,WEBCAM ISLIM 300,GENIUS,CAM VIDEOCONFERENCIA,
295517,R-00295517,AURI AIWA AVA-101B,AIWA,AURICULARES,7798111353018
295517,R-00295517,AURI AIWA AVA-101B,AIWA,AURICULARES,7798111353018
295516,R-00295516,AURI AIWA AVA-101R,AIWA,AURICULARES,7798111353025
295516,R-00295516,AURI AIWA AVA-101R,AIWA,AURICULARES,7798111353025
29551,Sin Codigo Unico,MOD WEBCAM ILOOK 300,GENIUS,CAM VIDEOCONFERENCIA,
29550,Sin Codigo Unico,MODWEBCAM E-MESSENGER 112,GENIUS,CAM VIDEOCONFERENCIA,
295497,R-00295497,AURI NOGA NG-BT325,NOGA,AURICULARES,7798137714701
295496,R-00295496,AURI NOGA NG-903,NOGA,AURICULARES,7798137715135
295495,R-00295495,AURI NOGA NG-A40BT,NOGA,AURICULARES,7798137716620
295495,R-00295495,AURI NOGA NG-A40BT,NOGA,AURICULARES,7798137716620
29549,Sin Codigo Unico,MOD WEBCAM EYE 110,GENIUS,CAM VIDEOCONFERENCIA,
295489,R-00295489,AURI NOGA NG-BT469,NOGA,AURICULARES,7798137713964
295489,R-00295489,AURI NOGA NG-BT469,NOGA,AURICULARES,7798137713964
295488,R-00295488,AURI NOGA NG-BT130,NOGA,AURICULARES,7798137714251
295485,R-00295485,AURI NOGA NG-BTWINS11,NOGA,AURICULARES,7798137715395
295485,R-00295485,AURI NOGA NG-BTWINS11,NOGA,AURICULARES,7798137715395
295484,R-00295484,AURI NOGA NG-BTWINS11,NOGA,AURICULARES,7798137716675
295484,R-00295484,AURI NOGA NG-BTWINS11,NOGA,AURICULARES,7798137716675
29548,Sin Codigo Unico,MOD C.DIG W290 SILVER,SONY,CAMARAS DIGITALES,
29547,Sin Codigo Unico,MOD WEBCAM I-LOOK 110,GENIUS,CAM VIDEOCONFERENCIA,
29546,R-00029546-C,AUR.HP-02 LIVE,GENIUS,AURICULARES,
29545,R-00029545-G,BAT-PIE HR1568**MOD,PHILIPS,BATIDORAS (CON PIE),
29545,Sin Codigo Unico,AUR HS-03N FOLDABLE,GENIUS,AURICULARES,
29544,Sin Codigo Unico,SIST.MET.PARA NOTEBOOK 09,MARCOS PEREZ E HIJOS,ALARMAS ELECTRONICAS,
29543,R-00050841-G,MOD AUR HS-02N(NECK TYPE),GENIUS,AURICULARES,
29542,Sin Codigo Unico,LLAVE DE SEG.NOTEBBOK 09,MARCOS PEREZ E HIJOS,ALARMAS ELECTRONICAS,
29541,Sin Codigo Unico,AUR.HS-02B BLUE C/MIC,GENIUS,AURICULARES,
29539,Sin Codigo Unico,MOD C.DIG C813 PROMO RIO,KODAK,CAMARAS DIGITALES,
29538,Sin Codigo Unico,PARLANTES SA-VE 566 7.1,SONY,BAFLES,
29537,Sin Codigo Unico,PARLANTES-SA-VE 366 MOD,SONY,BAFLES,
295230,R-00295230,NOGA ST-SPIRE,NOGA,AURICULARES GAMING,7798137712936
295230,R-00295230,NOGA ST-SPIRE,NOGA,AURICULARES GAMING,7798137712936
295128,R-00295128,CELU MOTOROLA MOTO G8 PLA,MOTOROLA,CELULARES LIBRES,7790894898984
295128,R-00295128,CELU MOTOROLA MOTO G8 PLA,MOTOROLA,CELULARES LIBRES,7790894898984
29506,Sin Codigo Unico,MOD C.DIG C813 JUNIO,KODAK,CAMARAS DIGITALES,
2950,Sin Codigo Unico,CAMARA DIG QV-100 + LK-11,CASIO,CAMARAS DIGITALES,
29496,R-00029496-C,MOD C.DIG FS4 BCK + SD4GB,PANASONIC,CAMARAS DIGITALES,
29492,Sin Codigo Unico,CAM.DIG PHOTOSMART R707,HP,CAMARAS DIGITALES,
294912,R-00294912,AURI MOTOROLA PULSE 2,MOTOROLA,AURICULARES,816479013720
294911,R-00294911,AURI MOTOROLA EARBUDS 2 L,MOTOROLA,AURICULARES,723755897205
294911,R-00294911,AURI MOTOROLA EARBUDS 2 L,MOTOROLA,AURICULARES,723755897205
294909,R-00294909,AURI MOTOROLA EARBUDS 2 O,MOTOROLA,AURICULARES,723755897250
294909,R-00294909,AURI MOTOROLA EARBUDS 2 O,MOTOROLA,AURICULARES,723755897250
29490,Sin Codigo Unico,MOD C.DIG. CAMEDIA D-580,OLYMPUS,CAMARAS DIGITALES,
2949,Sin Codigo Unico,CAMARA DIG  QV-11 + LK-10,CASIO,CAMARAS DIGITALES,
294897,R-00294897,CELU ZTE BLADE A320,ZTE,CELULARES LIBRES,7796941140105
